row_abs,keywords_llm,raw_response
735,"[""construction project management"", ""web technologies"", ""project documentation"", ""critical success factors"", ""web-based project management""]","{""keywords"": [""construction project management"", ""web technologies"", ""project documentation"", ""critical success factors"", ""web-based project management""]}"
736,"[""internet infrastructure"", ""information society"", ""internet backbone"", ""information technology"", ""data transmission""]","{""keywords"": [""internet infrastructure"", ""information society"", ""internet backbone"", ""information technology"", ""data transmission""]}"
737,"[""convergence"", ""enterprise suite"", ""gartner report"", ""marketing director"", ""northern europe""]","{""keywords"": [""convergence"", ""enterprise suite"", ""gartner report"", ""marketing director"", ""northern europe""]}"
738,"[""business"", ""communications"", ""content delivery"", ""budget"", ""method""]","{""keywords"": [""business"", ""communications"", ""content delivery"", ""budget"", ""method""]}"
739,"[""job shop"", ""material requirements planning"", ""resource constrained project scheduling"", ""capacity constraints"", ""inventory carrying costs""]","{""keywords"": [""job shop"", ""material requirements planning"", ""resource constrained project scheduling"", ""capacity constraints"", ""inventory carrying costs""]}"
740,"[""imaging"", ""accreditation"", ""qualifications"", ""industry"", ""certification""]","{""keywords"": [""imaging"", ""accreditation"", ""qualifications"", ""industry"", ""certification""]}"
741,"[""health sector"", ""document management"", ""nhs spending"", ""it exploitation"", ""cost cutting""]","{""keywords"": [""health sector"", ""document management"", ""nhs spending"", ""it exploitation"", ""cost cutting""]}"
742,"[""powered wheelchair"", ""stability"", ""computer model"", ""design features"", ""lateral stability""]","{""keywords"": [""powered wheelchair"", ""stability"", ""computer model"", ""design features"", ""lateral stability""]}"
743,"[""medical image computing"", ""institute of mathematics"", ""university hospital"", ""hamburg eppendorf"", ""image computing history""]","{""keywords"": [""medical image computing"", ""institute of mathematics"", ""university hospital"", ""hamburg eppendorf"", ""image computing history""]}"
744,"[""ultrasound medical images"", ""wavelet packets"", ""frequency decomposition"", ""medical imaging"", ""discrepancies""]","{""keywords"": [""ultrasound medical images"", ""wavelet packets"", ""frequency decomposition"", ""medical imaging"", ""discrepancies""]}"
745,"[""thermoacoustic tomography"", ""cylindrical geometry"", ""frequency-domain reconstruction"", ""ultrasonic transducer"", ""image quality""]","{""keywords"": [""thermoacoustic tomography"", ""cylindrical geometry"", ""frequency-domain reconstruction"", ""ultrasonic transducer"", ""image quality""]}"
746,"[""thermoacoustic tomography"", ""planar geometry"", ""fourier-domain reconstruction"", ""thermal confinement"", ""deconvolution""]","{""keywords"": [""thermoacoustic tomography"", ""planar geometry"", ""fourier-domain reconstruction"", ""thermal confinement"", ""deconvolution""]}"
747,"[""thermoacoustic tomography"", ""microwave-induced thermoacoustic tomography"", ""ultrasonic transducer"", ""reconstruction algorithm"", ""spherical geometry""]","{""keywords"": [""thermoacoustic tomography"", ""microwave-induced thermoacoustic tomography"", ""ultrasonic transducer"", ""reconstruction algorithm"", ""spherical geometry""]}"
748,"[""linear stochastic systems"", ""fault detection"", ""robust control"", ""kalman filters"", ""fault tolerant control""]","{""keywords"": [""linear stochastic systems"", ""fault detection"", ""robust control"", ""kalman filters"", ""fault tolerant control""]}"
749,"[""product mix"", ""flexibility"", ""manufacturing flexibility"", ""option-pricing theory"", ""demand variability""]","{""keywords"": [""product mix"", ""flexibility"", ""manufacturing flexibility"", ""option-pricing theory"", ""demand variability""]}"
750,"[""cone-beam projections"", ""computed tomography"", ""volumetric computed tomography"", ""fourier domain"", ""ordinary differential equations""]","{""keywords"": [""cone-beam projections"", ""computed tomography"", ""volumetric computed tomography"", ""fourier domain"", ""ordinary differential equations""]}"
751,"[""cardiac deformation"", ""biomechanical models"", ""image analysis"", ""heart wall"", ""strain estimation""]","{""keywords"": [""cardiac deformation"", ""biomechanical models"", ""image analysis"", ""heart wall"", ""strain estimation""]}"
752,"[""left-ventricular"", ""x-ray"", ""cineangiocardiograms"", ""three-dimensional"", ""image reconstruction""]","{""keywords"": [""left-ventricular"", ""x-ray"", ""cineangiocardiograms"", ""three-dimensional"", ""image reconstruction""]}"
753,"[""nonlinearly reconstructed images"", ""near-infrared tomography"", ""image error analysis"", ""calibration issues"", ""levenberg-marquardt regularization""]","{""keywords"": [""nonlinearly reconstructed images"", ""near-infrared tomography"", ""image error analysis"", ""calibration issues"", ""levenberg-marquardt regularization""]}"
754,"[""near-infrared tomography"", ""image reconstruction"", ""regularization parameter"", ""optical diffusion model"", ""mean-squared error""]","{""keywords"": [""near-infrared tomography"", ""image reconstruction"", ""regularization parameter"", ""optical diffusion model"", ""mean-squared error""]}"
755,"[""image understanding"", ""visual search"", ""saccadic eye movements"", ""decision support"", ""factor analysis""]","{""keywords"": [""image understanding"", ""visual search"", ""saccadic eye movements"", ""decision support"", ""factor analysis""]}"
756,"[""coronary arteries"", ""quantitative coronary angiography"", ""three-dimensional reconstruction"", ""intracoronary devices"", ""myocardium""]","{""keywords"": [""coronary arteries"", ""quantitative coronary angiography"", ""three-dimensional reconstruction"", ""intracoronary devices"", ""myocardium""]}"
757,"[""multispectral imaging"", ""airborne reconnaissance"", ""dual-band camera"", ""persistent monitoring"", ""image registration""]","{""keywords"": [""multispectral imaging"", ""airborne reconnaissance"", ""dual-band camera"", ""persistent monitoring"", ""image registration""]}"
758,"[""hospitality"", ""tourism"", ""information technology"", ""education"", ""employment""]","{""keywords"": [""hospitality"", ""tourism"", ""information technology"", ""education"", ""employment""]}"
759,"[""computer-mediated"", ""distance education"", ""tourism education"", ""learning resources"", ""university model""]","{""keywords"": [""computer-mediated"", ""distance education"", ""tourism education"", ""learning resources"", ""university model""]}"
760,"[""firm performance"", ""training and development"", ""high performance work practices"", ""middle-sized companies"", ""education policies""]","{""keywords"": [""firm performance"", ""training and development"", ""high performance work practices"", ""middle-sized companies"", ""education policies""]}"
761,"[""hotel budget planning"", ""multimedia learning"", ""hotel education"", ""budget planning"", ""self-paced learning""]","{""keywords"": [""hotel budget planning"", ""multimedia learning"", ""hotel education"", ""budget planning"", ""self-paced learning""]}"
762,"[""food and beverage management"", ""hospitality education"", ""cd-rom learning resource"", ""contemporary learning technologies"", ""teaching and learning methods""]","{""keywords"": [""food and beverage management"", ""hospitality education"", ""cd-rom learning resource"", ""contemporary learning technologies"", ""teaching and learning methods""]}"
763,"[""certificate management"", ""undeniable attester"", ""authenticated search trees"", ""collision-resistant hash functions"", ""accountability""]","{""keywords"": [""certificate management"", ""undeniable attester"", ""authenticated search trees"", ""collision-resistant hash functions"", ""accountability""]}"
764,"[""service access"", ""information release"", ""privacy concerns"", ""access control"", ""network services""]","{""keywords"": [""service access"", ""information release"", ""privacy concerns"", ""access control"", ""network services""]}"
765,"[""anonymity"", ""multicast"", ""protocol"", ""privacy"", ""latency""]","{""keywords"": [""anonymity"", ""multicast"", ""protocol"", ""privacy"", ""latency""]}"
766,"[""thermal power stations"", ""information-processing systems"", ""computing systems"", ""power units"", ""functional firmware""]","{""keywords"": [""thermal power stations"", ""information-processing systems"", ""computing systems"", ""power units"", ""functional firmware""]}"
767,"[""vibration reliability"", ""actuator valve"", ""steam turbines"", ""dynamic loads"", ""operating conditions""]","{""keywords"": [""vibration reliability"", ""actuator valve"", ""steam turbines"", ""dynamic loads"", ""operating conditions""]}"
768,"[""healthcare"", ""predictive segmentation"", ""market trends"", ""health status"", ""data mining""]","{""keywords"": [""healthcare"", ""predictive segmentation"", ""market trends"", ""health status"", ""data mining""]}"
769,"[""power management"", ""uninterrupted power supplies"", ""network management"", ""battery backup"", ""automatic voltage regulation""]","{""keywords"": [""power management"", ""uninterrupted power supplies"", ""network management"", ""battery backup"", ""automatic voltage regulation""]}"
770,"[""vmebus interface"", ""detector trigger"", ""multiplicity selector"", ""charged particle"", ""control system""]","{""keywords"": [""vmebus interface"", ""detector trigger"", ""multiplicity selector"", ""charged particle"", ""control system""]}"
771,"[""healthcare"", ""mainframe"", ""hospitals"", ""servers"", ""clinical""]","{""keywords"": [""healthcare"", ""mainframe"", ""hospitals"", ""servers"", ""clinical""]}"
772,"[""health care"", ""workflow software"", ""hospital specialists"", ""financial boost"", ""communication solution""]","{""keywords"": [""health care"", ""workflow software"", ""hospital specialists"", ""financial boost"", ""communication solution""]}"
773,"[""medical errors"", ""wireless health care"", ""provider order entry"", ""medical mistakes"", ""healthcare providers""]","{""keywords"": [""medical errors"", ""wireless health care"", ""provider order entry"", ""medical mistakes"", ""healthcare providers""]}"
774,"[""wireless health care"", ""mobile technology"", ""healthcare executives"", ""security"", ""healthcare workers""]","{""keywords"": [""wireless health care"", ""mobile technology"", ""healthcare executives"", ""security"", ""healthcare workers""]}"
